0.46	-0.59	-0.53	-0.38	0.39	-0.84	-0.78	0.55	25.28	15.58	24.83	20.96	15.62	20.75	28.40	18.24	13.29	27.76	25.75	25.15	28.55	18.45	21.17	19.82
0.52	-0.53	-0.98	-0.60	0.11	-0.94	-1.02	0.62	25.64	16.03	25.59	21.68	16.13	21.26	28.83	18.78	13.88	28.83	26.33	25.80	29.41	19.33	21.69	20.38
0.59	-0.42	-1.14	-0.66	-0.30	-0.76	-1.02	0.35	25.99	16.25	26.25	22.23	16.31	21.54	28.72	19.08	14.24	29.95	26.69	26.33	30.05	20.07	21.99	20.67
0.48	-0.17	-1.13	-0.35	-0.53	-0.46	-0.98	-0.13	26.25	16.23	26.80	22.59	16.13	21.60	28.25	19.16	14.39	31.05	26.86	26.71	30.53	20.60	22.05	20.68
0.15	0.15	-1.02	0.28	-0.47	-0.24	-0.92	-0.55	26.34	16.01	27.23	22.74	15.61	21.49	27.64	19.11	14.35	32.06	26.89	26.93	30.92	20.88	21.88	20.39
-0.30	0.42	-0.82	0.92	-0.37	-0.16	-0.74	-0.66	26.20	15.64	27.59	22.70	14.80	21.27	27.06	19.00	14.18	32.96	26.84	27.00	31.31	20.91	21.53	19.87
-0.71	0.49	-0.56	1.25	-0.46	-0.16	-0.39	-0.39	25.80	15.16	27.91	22.53	13.82	21.00	26.66	18.90	13.93	33.75	26.78	26.99	31.77	20.75	21.05	19.18
-1.01	0.37	-0.31	1.20	-0.73	-0.23	0.10	0.08	25.11	14.66	28.23	22.30	12.76	20.75	26.49	18.88	13.65	34.43	26.75	26.92	32.32	20.43	20.52	18.43
-1.24	0.22	-0.16	0.96	-0.91	-0.39	0.66	0.44	24.18	14.19	28.58	22.07	11.72	20.57	26.51	18.93	13.36	35.02	26.77	26.85	32.93	20.03	20.00	17.68
-1.41	0.29	-0.26	0.74	-0.77	-0.51	1.19	0.49	23.11	13.79	28.98	21.88	10.80	20.49	26.66	19.05	13.10	35.52	26.86	26.81	33.57	19.59	19.55	17.03
-1.43	0.59	-0.62	0.62	-0.38	-0.40	1.54	0.22	22.01	13.50	29.46	21.78	10.05	20.51	26.85	19.22	12.89	35.97	27.00	26.85	34.17	19.16	19.23	16.52
-1.28	0.83	-1.10	0.63	0.03	-0.11	1.51	-0.24	21.01	13.36	30.02	21.81	9.53	20.67	27.03	19.43	12.75	36.39	27.22	27.00	34.71	18.80	19.08	16.22
-1.04	0.73	-1.37	0.75	0.18	0.09	1.13	-0.60	20.21	13.38	30.64	22.00	9.23	20.96	27.15	19.68	12.72	36.81	27.52	27.30	35.15	18.53	19.14	16.16
-0.87	0.28	-1.31	0.85	0.00	0.07	0.61	-0.56	19.68	13.58	31.28	22.35	9.16	21.39	27.20	19.99	12.79	37.24	27.91	27.75	35.49	18.41	19.41	16.32
-0.89	-0.30	-1.04	0.73	-0.40	-0.04	0.31	-0.10	19.42	13.94	31.94	22.85	9.28	21.95	27.18	20.36	12.98	37.70	28.38	28.36	35.74	18.44	19.90	16.70
